,tweet_id,sentiment,author,content
9327,1962521560,surprise,luciusmalfoy,"@hearted that happened to me so often, i hated it. every time i moved to a username that i thought i'd love, i moved soon after."
29397,1751212512,surprise,Spunki32,@ijustine ... like you're stuff!  Strange voicemails! http://bit.ly/yKxms
9142,1962434455,surprise,sally_ann,"@JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
25314,1695055915,surprise,TheniaLaary,thinks that the limit of 140 letters is really not fair. 300 + would be better
11337,1963181218,surprise,SportsDivaTiffy,@KeytaJ yeah...she passed last week.  so sad!
28709,1750962887,surprise,emmywinchester,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
21226,1694200460,surprise,ComedyQueen,@keza34 lol The sun is hiding hes having a lie in  hows you?
2248,1957503142,surprise,OhDaffy,Sooo tired i cant believe its already dark outside i didnt even get to see the day
12127,1963475698,surprise,robpark,"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep"
22794,1694493898,surprise,NettasNursery,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here
12380,1963561468,surprise,nianella,@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!
18359,1965949122,surprise,danipoynterjudd,@shereemcfly09 arrr bummer  who do you want to win?
37912,1753568048,surprise,michdulce,@blackmantra yes indeed!  nice to see you on twitter! Why do you ask? xx
606,1957107658,surprise,evangelinanana,"if bill compton has wii, why can't he have twitter?"
34798,1752962789,surprise,bid00f,@esuh so what if i cried
23702,1694667930,surprise,k_griffiths,@jakeperks - Woo! Great subject for this month. Now I can use my sparklers
24895,1694953121,surprise,michaelonabike,"woohoo 69th (oh er) place  1/3 of my category behind me... not bad for 1 gear, big wheels, no suspension and no training!!"
33248,1752562405,surprise,birdiebreeze,@TheBeatles Time to reissue all @TheBeatles albums on vinyl!  yesss! that would be fab! fab! fab!
31918,1752123039,surprise,TIBONG,@wolfchild59 Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...
20571,1694070381,surprise,ChineseLearn,@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
5996,1961112834,surprise,geefunk,Took the cutest pics of Andy yesterday. But I don't have them.  Used my bro's fancy DSLR &amp; didn't have time to upload them. I want my own!
2844,1957638599,surprise,xoxo_arielletse,I can't believe how fast this week has gone by
21285,1694203446,surprise,Dutchrudder,"@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93"
4653,1960465215,surprise,xxxmybullet,jake thomas looks so precious :'( i hate when they say &quot;there it is i see the white light&quot; in every ghost whisperer show
10448,1962908994,surprise,RegalDiegel,@amdiegelman OH NO....do you think he's lived out his lifespan?
33209,1752534585,surprise,TempeHanna,Omg amazing twist! This is a crazy awesome movie
16707,1965426526,surprise,ashlee154,Went to see &quot;UP&quot;. It was a really good movie that pulls at the heart strings  i highly recommend it
3338,1957759412,surprise,revbrandy,omg. cat had a hairball. awake now.
9337,1962525411,surprise,uknowhowibe,@SheBangz damn  lol....where u headed to?
26192,1695312925,surprise,EarthToEmilee,"damn. me and sophie tweeted a lot yesterday. well, it seems like a lot to me anyway."
21462,1694239218,surprise,mymemoirs,@lolmonsters lol that's great  For you.
2248,1957503142,surprise,OhDaffy,Sooo tired i cant believe its already dark outside i didnt even get to see the day
36892,1753398441,surprise,angesbiz,Happy Mums Day This is Nelly's shout out   http://skitch.com/t/tac
11638,1963304624,surprise,kasrael,Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!
19711,1966332783,surprise,Alex_FAITH,@toywatch I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1
10182,1962842910,surprise,psychobunny,"@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!"
28181,1696087872,surprise,jmbuckingham,@DarkPiano I have my iTunes playing and one of ur songs just came on
22086,1694364338,surprise,bennyboywonder,@windswept_trees  True. That's kind of your style isn't it  and less of the &quot;old chap&quot; ;-)
11507,1963233394,surprise,seagab,noooo! @shutuppat  all summer?! I won't see your charming little face ALL summer?!
28705,1750931664,surprise,ThePOND,@lomascar yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?
30067,1751464907,surprise,autumnfaery,"says good morning everyone! Once again, a happy mother's day to all the mothers out there!  I hope you all h... http://plurk.com/p/stq3f"
4175,1960260704,surprise,briefy_leigh,What!?!
37166,1753435571,surprise,ggaby1014,just got back from seeing Star Strek
554,1957095452,surprise,textdrivebys,@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
17816,1965807977,surprise,Melissa808,@dkmashino couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.
20203,1693996375,surprise,catbook,'SMUDGER' is cleaning herself  http://apps.facebook.com/catbook/profile/view/5726504
17138,1965539102,surprise,MileyCyrus,@tracecyrus plz dont fall in love with tokyo and never come home
16157,1965257464,surprise,cursive,fuck everything
646,1957116742,surprise,INKDMOM,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
6083,1961141484,surprise,ItsToni,@BetterisLittle when it rains it pours - how true is that? I'm so sorry  I hate those kinda times.
17499,1965677111,surprise,Justasimplegirl,@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*
32152,1752193787,surprise,lexyvee,took the most amazing power nap ever. now its starbucks time.
3648,1958094323,surprise,serenityangels,"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home"
3452,1958050864,surprise,linnoow,"OMG, it's JULY'S LAST DAY!"
3095,1957699183,surprise,xWindyMillerx,Rather jealous of my football club who have all gone to Portugal on tour today. They're even playing a Sporting Lisbon veterans side.
17423,1965655829,surprise,Pammyla,@LightAesthetic  what about sauce? Huh? I'm going to california tomorrow morning
26128,1695310483,surprise,NatalieTreharne,hungover.........still in bed!!!! duvet day 2day me thinks  ooh may start desperate housewives or watch new dvds off richard xx
38999,1753744744,surprise,djfunke,"home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha"
5791,1961049328,surprise,RubyAliceX,im not going to my dads tonight !!!!! and hes got a 12 foot pool  he has to tell me that hes got things when im not going TWAT !!
19678,1966322765,surprise,frankkvitta,@mofranco sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?)
38630,1753681460,surprise,jamesfurey,"@phon Or should I say, ROL!"
24296,1694811943,surprise,MissxMarisa,"@tsarnick Yeah, you better be sorry! I can't believe you, kiss my sass!!!"
22884,1694511837,surprise,FranBabes,"@michelleer well to me it's summer when the cricket season starts actually  and yeah, so do i. but only when they have sparkly wings"
33469,1752618613,surprise,ajandmac,@nagelamy The guns not working eh?
32341,1752257666,surprise,jrock807,@greenatelier awww wish I was there! Have a brew for me B!
4353,1960330134,surprise,pensivepisces,@dhewlett Well thatï¿½s disappointing to hear.
18838,1966090665,surprise,mikeolbinski,"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways"
27903,1695964262,surprise,boybarbie,"$67 for my books, no complaints. 67 more than i had plus i'm on book voucher!"
16702,1965425370,surprise,MarkieKula,Why am i even trying to go to sleep. Its 28c in here. I miss the cold winter nights
8303,1962117413,surprise,LadyKay29,"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly"
11536,1963271626,surprise,brie2024,I can't breathe well but turns out I'm not crazy.  Just inflammed lungs
9868,1962731273,surprise,Unklgravy,Heading south on I-95.  Jacked mess around SR 234
29139,1751106184,surprise,Sofia6,"@Bx3800 ohh yes. I've rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby"
7284,1961611741,surprise,baskew,@HerDesign no one I know likes boiled peanuts t.
39844,1753886147,surprise,Foggie47,@ethmet Hello  ...hehe yup we sure do ...lovely to 'see' you xx
8218,1962069480,surprise,wiscorican,"Awww NOOO, not my Venus        Will redemption come in doubles?"
18964,1966122021,surprise,jamiedbaby,@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said he'd disown me if i posted it ~   sowey
6617,1961373002,surprise,happyherbivore,If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unfollowed&quot; you.
33133,1752505643,surprise,deaninwaukesha,@chrisfromracine That's for sure. That's why I intentionally turn my thought processes to the silly
38342,1753634322,surprise,SarahJacinta,@spoonerist Oooh! goodluck for the rest of them
35298,1753073847,surprise,nuiko,@SFOBear Goodnight!!!!!!
5013,1960586751,surprise,Ben_Hall,"wow, EMC's new site is - different"
7488,1961743004,surprise,blueyes8279,The pool doesnt open til tomorrow!
30927,1751783457,surprise,Appilicious,@Dovidul2 really? Awesome!
26371,1695376371,surprise,mrseb,@jabula Thanks  Give it 5 stars!!11
9875,1962732237,surprise,mommyandme09,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,"
4027,1960169489,surprise,JessTheBestDuuh,@Andre_Mitchell i've never been to the opera before...don't think that was me
33341,1752590675,surprise,AprilFilms,@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts
18671,1966047016,surprise,cloe16,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.
9309,1962515789,surprise,megan_mcfly,oh my. i have to play cluedo.
37062,1753418289,surprise,SarahPersonal,Watchin' JONAS
37099,1753432987,surprise,Santbrink,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too"
5920,1961092410,surprise,MochaSweet,@epiphanygirl  When are you coming to Indianapolis  !?!?
2093,1957469739,surprise,stephenrawson,"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool"
34555,1752896537,surprise,followstephanie,@LucasPace Wow! I am impressed Pastor Lucas! Great work!!!
31466,1751954520,surprise,sammykoch,My my I have never watched so many movies in one night with my mommy
23702,1694667930,surprise,k_griffiths,@jakeperks - Woo! Great subject for this month. Now I can use my sparklers
29437,1751214075,surprise,cbelen,@NahLyssa  hey!! how are you??? you found me
27247,1695694550,surprise,ravebeads,Is sick. Staying home because that's what Levy said to do.
16112,1965250115,surprise,mbloem83,Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant
31341,1751919574,surprise,Lovevas,@bubzbeauty awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!
31038,1751818852,surprise,deighe_d,@theevilgumby oh that was when he went down to the crowd...how epic dude
25851,1695220609,surprise,avon_lavon,Goingto the airport soon and then going to meet my wedding photographer!! Can't wait
17651,1965731958,surprise,PaigeTJohnson,@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish
8240,1962103485,surprise,amourirlandais,@tealshocked thats because im getting a new phone since my other phone dont work at all
7308,1961615909,surprise,Nii_x_ckk,Making my boyfriend look different.  He's  cute no matter what. &lt;3
16790,1965448093,surprise,kristaforby17,nothing.. just looking for me a car. im haven no luck at all!
392,1957058130,surprise,iamQuest,@heavenjones ur supposed to be in BK tho
39335,1753804388,surprise,Rebekah_McFly,@DebbieFletcher If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx
25367,1695081649,surprise,wiganwardy,"finished work @ midday, had kiddie dinner ... now have no get-up &amp; go ... ah well it's bank holiday!   #fb"
22528,1694439954,surprise,zeddish,"@bubbles3563 Hey, nothing wrong with that!"
6202,1961180178,surprise,tayalejandro,"@stacyshow gangstarr exgirl to the next girl, nas one mic, hold on i still can't listen so i guess it dont matter"
9877,1962733435,surprise,BadPC,"My guitar ain't herew yet?, feel like i lost a limb!."
27207,1695693335,surprise,MoonFireLove,"and egg whites, with 7 grain toast. YUP!"
26068,1695280609,surprise,irenerencsi,"@SheonaHG  lol, sunny and 18 yesterday, Igloo melted, attacked by bushes, recovering today.  How's things in Chocolateland?"
30612,1751645547,surprise,Mongoos150,Star Trek was actually really good
10117,1962826522,surprise,Llen,"@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!"
16024,1965096508,surprise,RockinChick09,http://twitpic.com/67otn - Awwwww i want them
38911,1753729458,surprise,sealtian,is hopeful!
35161,1753049273,surprise,naattx,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo."
8667,1962253242,surprise,3xoTara,im still melting and im in the house in the shade  its not fair.
31030,1751818703,surprise,poeticstarlet94,I had a great time at the surprise party! We got him good!
39633,1753853027,surprise,iSantishow,omg! i didnt even know my friend knew @ijustine !!! lol its a small world
13519,1964057521,surprise,leaemily,Boooo Animal collective is already sold out.  Guess I'll be missing that show
9259,1962477277,surprise,annagoss,"@jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?"
29197,1751140123,surprise,brendanb,"@AdamSatayer lol, so your mum likes a bit of the ol' clergy ordained ultra violence?"
30509,1751610024,surprise,bhelskie,Happy Mother's day mang!!! thank you and i love you
16112,1965250115,surprise,mbloem83,Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant
3219,1957729727,surprise,Medros,"@Rilgon ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in"
20735,1694092207,surprise,luuis10,I can't believe it's Monday already! A week in Vancouver already gone.. what a good weekend
1381,1957290577,surprise,xZOSEPH,"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love"
15216,1964768787,surprise,KirstieaSmith,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair
30161,1751501218,surprise,astroxzombie,@TasteMyInk most likelyy. Just need to save the money and practice my ass off.
16249,1965287303,surprise,NuNu_213,"@natetron Yo nate, what's going on with Morgie? Is she ok??"
36343,1753292191,surprise,kmart24,@andmegansaid &lt;&lt;&lt; Just like in HIMYM
32225,1752226027,surprise,JoeCascio,@LoriGama That wouldn't have happened if Ravit hadn't asked me. I met her thru a Twitter friend in CT. Love social media that way.
29907,1751395556,surprise,annTRS,@Woahitssarah i believe that you are
16317,1965304784,surprise,cece_newnew,@GoldenSquad  LOL yeah he unfollowed me bkuz  I was just jokein with him bwt somethn n I quess he took it serious
23590,1694647420,surprise,ReesieY,@ChrisCuomo oh my! Nothing like a rabid racoon to get the adrenaline going in the morning. Better than a cup of coffee.
20681,1694090117,surprise,getsharp,@gneitzer I thought every weekend was a long weekend in California
32435,1752289895,surprise,andrew_murphy,@Miss604  okay for your Mom and My Mom too!
29485,1751249225,surprise,djkboogie,@toxiccupcakeCxC LOL have whoopi? Who are u Chuck Woolery?
23313,1694589177,surprise,jezhiggins,@phil_nash Ba-dum-tish!  You win
4697,1960472950,surprise,ang_w,"One load of washing put away, and another load on. Amazing how the house doesn't look any better for all my efforts"
25316,1695056005,surprise,jessa642,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.
3566,1958075512,surprise,ERisbayDSA,@dilyaela nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha
23283,1694587827,surprise,Ascotiel,Have just bought a TV tuner for my laptop.  He he.  I deserve a present
36663,1753348995,surprise,kricket_rc234,"@alyssa905 Ooh, there you are, haha. Thanks, posted it!"
24112,1694768589,surprise,violetbakes,"@Sazchik  I read somewhere they were restoring the name, hope it happens soon"
17912,1965830814,surprise,leif_n,@MarieTuckerVA busy wit work  how is your business going on?
18784,1966076425,surprise,Pameluv,back to Roseburg...and an empty apartment
35218,1753051693,surprise,metally9,just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!  ::proud of myself::
32743,1752385042,surprise,boratheexplorer,making mother's day gift
843,1957157433,surprise,air_nautique,Wow. That hurt way worse than i thought it would.
32448,1752290580,surprise,taryn205,@xVOJOx I didn't know you had a blog!!!  That's so awesome
7167,1961555277,surprise,vonilicious,Playing hooky from work again so we can go see UP. I hope we get along.
29251,1751142788,surprise,LovableKeKe,"@DawnRichard  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It's gonna be Something! Luv Ya!!!!"
34749,1752942987,surprise,squarefaced,"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha"
39844,1753886147,surprise,Foggie47,@ethmet Hello  ...hehe yup we sure do ...lovely to 'see' you xx
8943,1962374295,surprise,LiljerriDoodoo,why is it still raining?!  at least i have cute rainboots
8355,1962146374,surprise,mlo4a,Dance Flick actually NOT that good!
23658,1694665755,surprise,trishaelyca,@eyyJD Heard that your dad would be going here in September. Would you also come with him?
16492,1965368852,surprise,brook14,i am soo fucking sick of wades mood swings... uhh i hate him.. he's an asshole!! ahhhh
2426,1957541294,surprise,manda_was_taken,"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks."
10006,1962782594,surprise,mholger,"@irishgirl Right; however, you neglect to mention that younger women are &quot;gold diggers&quot; or &quot;trophies.&quot; Isn't patriarchy grand?"
7213,1961570919,surprise,christabellz,@twilightgossip sad about young love coming to an end  They were sooo cute together!
35786,1753177668,surprise,syzygy,"@vobes Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)"
26485,1695411559,surprise,caelumrecords,Revamping my recording studio today and adding some nice high end outboard gear...very exited!
35196,1753050778,surprise,LadyLegend,@CPE24 I was waiting on him to tell me what he want
26286,1695344220,surprise,caroleann0215,I couldn't have planned a better surprise party for my hubby
9148,1962436364,surprise,sarahsosincere,"@hank1914 Hey, that link didn't work for me"
37942,1753568848,surprise,PaulDuxbury,@TiffanyDow well I hovered over the button LOL NOT - sleep well Tiff and you are welcome
15733,1964970112,surprise,MsJerzi,Its coming out the socket  I feel like my phones hole is not a virgin. That's how loose it is... :'(
26493,1695440591,surprise,xSquishyMacx,Kyle is Cody's wee bro!
29716,1751324043,surprise,lorettak,@HeatherShorter I love that song! I was starting to think I was the only one that knew that one!    #sameperson
11441,1963216981,surprise,jessisabellB,@LISAAASTHOUGHTS I have to pre-order it
13698,1964145093,surprise,ammyjade,"3OH!3 - Rich man is amazing, really can't be bothered for school on Monday"
7704,1961865808,surprise,christinaaaaa,@cassendraaa YES QUITE HOT WHAT. and ya la gays are the in thing.
32878,1752443169,surprise,Circitgirl,getting back from smackdown/ecw show
6615,1961372360,surprise,Pedroperrito,I made it six days in a row w/out an accident in the house and then pops took me to a strange place and didn't give me time after b-fast
16838,1965461453,surprise,lost_dog,@shaylaa I am lost. Please help me find a good home.
36346,1753292232,surprise,scggNevaehEden,@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -
37866,1753566036,surprise,samchan23,aw 82 - 90. only 8 points &amp; we kicked 4 behinds to their 18 .. we're getting better and better each week!
34202,1752800538,surprise,chickelit,@bloggingroach: re &quot;pot meet kettle&quot; not so sure of that equation.
29428,1751213740,surprise,texantash,Catching up on 2 weeks of LOST and Grey's!!    House is quiet again.
25588,1695137207,surprise,wx1901,That mango shake made ALL the difference.  - http://tweet.sg
34262,1752823446,surprise,Montanadog,VAST concert tomarrow night!!!!
19786,1966351752,surprise,Stacy19999,didn't make it out to shop.......      there is always tomorrow.
13040,1963859297,surprise,Teressa_C,@DEAP215 were you roaming?? Same thing happen to me  so I switched to AT&amp;T.
2240,1957501955,surprise,cleslie92,"Ok, ahhh! Last chance to go into school before chemistry exam!!"
25453,1695106870,surprise,naussuna,I've just bought 2 tickets to see the latest show of Gad Elmaleh. I'm so so happyyyy  http://bit.ly/YGPDd
15278,1964788908,surprise,DickensWrites,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!
4540,1960431374,surprise,crystalshong,"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!"
37385,1753481876,surprise,smaaz,Join the biggest and bestest group on facebook  http://bit.ly/cDrbt
31752,1752053325,surprise,stefaniejan,@Ayosilva when in doubt go with the instincts.
4081,1960203357,surprise,BruneiArsenal,I'm making a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..
1387,1957291614,surprise,purplepleather,"@destinyeyes i'm sorry! lol i have never had, like, actual time to spend there unfortunately. everything's always been INSANE when i go"
29251,1751142788,surprise,LovableKeKe,"@DawnRichard  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It's gonna be Something! Luv Ya!!!!"
13951,1964252031,surprise,FlyrTini,Almost time to say Good Bye to my twimulations. I'll miss my tweeps
36387,1753293629,surprise,babyxcrissy,Hella wow .  no doubt .
21216,1694200123,surprise,tiasg,"@gustomize Oh, and a very good review"
6969,1961501155,surprise,erkagarcia,"@tommcfly I'm running out of things to say, and I'm starting to think you'll hate me for flooding your inbox with &quot;Philippines tour?&quot;"
23552,1694645515,surprise,Peulo,@magh aw. you level up. haha but just try to manage your money.
32276,1752227750,surprise,andtellsummer,The hair looks sicckkkk.  Happy mothers day to all the mothers!
35353,1753093993,surprise,bekkynixon,"@tomricci And how!  It's already been 1 year, it'll be WWDC 2010 before you know it."
18181,1965905167,surprise,espi12,@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh
36349,1753292261,surprise,sassykai,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy
1426,1957301854,surprise,ahalizev,???-?? ? youtube ? ????
35161,1753049273,surprise,naattx,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo."
2466,1957551636,surprise,sarahxkennedy,@Scrambledmegs haha i love surprises! i don't work til sunday tho so i have to wait.
2248,1957503142,surprise,OhDaffy,Sooo tired i cant believe its already dark outside i didnt even get to see the day
14289,1964450707,surprise,mathildesf,my tummy hurts
35434,1753097153,surprise,koolant,Happy Mother's Day to all you tweeting mothers
8995,1962389034,surprise,hyper_kitty,"@nick_carter It says &quot;This video is private.&quot;, WTF????"
31967,1752124929,surprise,C_Joy,Oh goody - It's Doctor Who! Hooray for IPTV
2283,1957510247,surprise,Alma773,Is up and I can't go to sleep!
31002,1751786286,surprise,Queeny_Bee43,Gonna celebrate Mothers Day with the family but gonna start the partying tonite
9258,1962477211,surprise,Yakovenko,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  ."
16522,1965378068,surprise,torisgreat,Dammit i just locked the keys in the car! had to call mama whos in laughlin to call AAA for me
29573,1751286136,surprise,elleeeeee,mothers day...love you madre   chels tonight. cant wait for her to see her present!
7559,1961760600,surprise,angelique1936,@scythianmusic PLEASE come to Minneapolis/St. Paul area!!!! I looked on your schedule but I don't see anything close anytime soon.
16739,1965436179,surprise,JadeLittish,"@jacvanek omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London"
16702,1965425370,surprise,MarkieKula,Why am i even trying to go to sleep. Its 28c in here. I miss the cold winter nights
21556,1694256800,surprise,SmilinNursAnnie,@whodeani Some place where you have to be all boring? UGGGGGG
39450,1753821377,surprise,Galiiit,Rove  going to be cut short though to wash my hair so I can watch Family Guy and Harpers Island
18352,1965947021,surprise,stewiee133xx,"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!"
25262,1695053825,surprise,danii_phantom,god assignments are stressful ! but its finished now lol and im off to bedd
23187,1694569619,surprise,PremaLucas,@alandavies1 diggin' your moustachio! Looking good daddio!
23503,1694628255,surprise,anneliese123,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can't breathe!  &lt;3 &lt;3
23775,1694687021,surprise,nokconv,"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?"
28121,1696045952,surprise,FallonMichelle,I right here...don't worry
37649,1753518838,surprise,thecelebhost,@MSNEWYORKER26 wow cute Pic
20878,1694126844,surprise,PrincessJacie,@LILthomasWAYNE You realllllllllly just said that didn't you?
24990,1694977396,surprise,AssyifaMaryam,@Sarah_x_ATL u mean jack barakat's?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!
13884,1964231440,surprise,LarryMusic,Listen to Back Around by @ddlovato ...love this song. Meet @TiniOlsen tomorrow ^.^ But we canï¿½t go swimming  Sorry
6956,1961496614,surprise,ClaireJeepChick,"@BiGVixXen Like double posting on twitter?  ;)  lol.  Not me, I don't take anything."
16393,1965326794,surprise,skhensley,@PassionMD I could see your quote but not vote for it??
24269,1694792769,surprise,Tittch,@phomor someone's horsing about. Btw Hubb feels the same about twitter. He's naming @towerofbabble as the other party
39053,1753758129,surprise,Jessy_babes,@bradiewebbstack Bradiee  may I ask why your picture is a cat?? haha ily xx
26154,1695311739,surprise,TwiCharlottexo,who wants to transfer some maths knowledge into my head via USB cable?
18800,1966078895,surprise,_dang3r,@jackbox noooooo! I just spent two days getting that damn song OUT of my head
28067,1696043911,surprise,monica058,@nic0pic0 You're welcome. There!  I added you already!
20451,1694051346,surprise,thepurplehawk,"@BlakeLewis Oh, I see!  So it's like, morning there, right? Happy breakfast! *thumbs up*"
32276,1752227750,surprise,andtellsummer,The hair looks sicckkkk.  Happy mothers day to all the mothers!
12494,1963587689,surprise,paulaflag,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
33422,1752616994,surprise,misscole74,@Gosssy I'm good.
14272,1964399036,surprise,andrewfazio,"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog"
12496,1963588212,surprise,Blork,Waaah! Masseuse is fully booked. No shoulder rub today.
20381,1694033692,surprise,Dutchrudder,"@shaskins too early ,,, I'll spill my corn flakes"
37849,1753552080,surprise,Nickobear,"@djbrandigarcia we got Watts, Chingo Bling, The Chile.. can't do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3"
30297,1751538066,surprise,wookiejedi,@TeeMonster The Case of the Gigolo's Picolo?
35161,1753049273,surprise,naattx,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo."
11566,1963278755,surprise,MissBadLuck,@dougiemcfly Oh no!!  Hope you get better for your show in Argentina! Good luck!
10526,1962931492,surprise,DannyTRS,@Massawyrm we watched that one day in the middle of playing-- it REALLY doesn't hold up
17736,1965765296,surprise,KarinasKitchen,@szsz Wow- you are sharing some of my long list.
31002,1751786286,surprise,Queeny_Bee43,Gonna celebrate Mothers Day with the family but gonna start the partying tonite
6693,1961416950,surprise,kreativlink,@lovessunflowers Oh no! Dead muffins ... how sad
6666,1961412216,surprise,marlenacs,Take that back on the cast...one dropped last night!
1619,1957353800,surprise,exortabreedoll,feeling so dizzy right now
36536,1753329390,surprise,XGraceStAcKX,@torilovesbradie aww bradie loves perth  I love the ad at the top of his page too lol xx
32622,1752352669,surprise,ScottEmpringham,@Belly9Maternity tooth fairy is coming to ur house tonight.
9018,1962396056,surprise,aprilhrrn,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
23947,1694726848,surprise,russiananhero,Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!
35602,1753137915,surprise,wahliaodotcom,@zelciia weird. I tot it will usually rain east coast first. And east coast usually gets more rain.
37142,1753434603,surprise,bnycastro,@spmwinkel Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!
21739,1694292740,surprise,snoweider,rock pooling.  Can't believe I get paid for this!
13519,1964057521,surprise,leaemily,Boooo Animal collective is already sold out.  Guess I'll be missing that show
38804,1753713473,surprise,BoxxxyBabeee,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ]
29596,1751287367,surprise,gryphusnick,@laexis and the habitat is twitter-active. Neat
39609,1753852037,surprise,Graphicaholic,@thebeaddoodler You are welcome  I love cute stuff!
25375,1695081908,surprise,whatsvickydoing,Eating an apple... for once in my life!!! Thought you would like to know
